"SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
51666,1,2,2,2,2,2,2,2,2,10,1.75,2,,
51667,2,1,2,2,2,2,2,2,1,4,1.24,1,2,77
51668,2,2,1,1,2,1,2,2,2,2,0.57,1,2,1
51669,1,2,2,2,2,2,1,2,2,3,0.32,1,2,1
51670,1,2,2,2,2,2,2,2,2,1,0,1,2,1
51671,1,2,2,2,2,2,2,2,2,,,,,
51672,1,2,2,2,2,2,2,2,2,7,1.9,3,,
51673,1,1,2,2,2,2,2,1,2,3,0.65,1,2,1
51674,,,,,,,,,,,,,,
51675,2,2,1,2,1,2,2,2,2,4,1.24,1,2,3
51676,1,2,1,2,2,1,2,2,2,99,,3,,
51677,1,2,2,2,2,2,2,2,2,5,0.93,1,2,2
51678,1,1,2,2,2,2,2,2,2,3,0.91,1,2,1
51679,7,2,7,7,7,7,7,7,7,77,,7,7,
51680,1,2,2,2,2,2,2,2,2,6,2.55,3,,
51681,1,2,2,2,2,2,2,1,2,5,1.09,1,1,
51682,1,1,2,2,2,2,2,1,2,6,1.64,2,2,1
51683,1,2,2,2,2,2,2,2,2,8,2.62,3,,
51684,1,2,2,2,2,2,2,2,1,2,0.38,1,2,1
51685,1,2,2,2,2,2,2,2,2,5,1.65,2,,
51686,2,1,2,2,2,2,2,2,1,4,0.7,1,2,1
51687,2,2,1,2,2,2,2,2,2,10,4.94,3,,
51688,1,1,2,2,2,2,2,1,2,7,1.9,3,,
51689,1,2,2,2,2,2,2,2,2,9,2.19,3,,
51690,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1
51691,1,2,2,2,2,2,2,1,9,,,,,
51692,1,1,2,2,2,2,2,2,2,7,1.97,3,,
51693,1,2,2,2,2,2,2,2,2,99,,9,2,99
51694,2,2,2,2,2,2,2,2,2,7,2.36,3,2,2
51695,1,2,2,2,2,2,2,2,2,9,3.41,3,,
51696,1,2,2,2,2,2,2,2,2,4,1.77,2,2,1
51697,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1
51698,1,2,2,2,2,2,2,1,2,10,2.7,3,,
51699,1,1,2,2,2,2,2,2,2,4,0.82,1,2,1
51700,1,2,2,2,2,2,2,2,2,4,0.7,1,2,1
51701,1,2,2,2,2,2,2,2,2,7,1.22,1,,
51702,1,2,2,2,2,2,2,2,2,6,1.41,2,2,1
51703,1,2,2,2,2,2,2,2,2,77,,2,2,1
51704,1,2,2,2,2,2,2,2,2,9,2.33,3,,
51705,1,2,2,2,2,2,2,2,2,99,,2,2,1
51706,1,2,2,2,2,2,2,2,1,6,1.02,1,2,1
51707,2,2,1,2,2,2,2,2,2,3,0.78,1,2,1
51708,1,1,2,2,2,2,2,2,1,4,0.87,1,2,1
51709,1,1,2,2,2,2,2,2,2,4,0.61,1,2,1
51710,1,2,2,2,2,2,2,2,1,11,5,3,,
51711,1,2,2,2,2,2,2,2,2,4,1.32,2,2,1
51712,2,2,1,2,2,2,2,2,2,5,1.65,2,2,1
51713,2,2,1,1,1,2,2,1,2,5,1.66,2,1,
51714,1,2,2,2,1,2,2,1,2,6,2.33,3,,
51715,1,1,2,2,2,2,2,1,1,12,5,3,7,
51716,2,2,2,2,2,2,2,2,2,2,0.46,1,2,1
51717,1,1,2,2,2,2,2,2,2,12,5,3,,
51718,1,2,2,2,2,2,2,2,2,8,2.18,3,,
51719,1,2,1,2,1,2,2,1,2,12,5,3,,
51720,1,2,2,2,2,2,2,2,2,7,1.63,2,2,2
51721,2,2,1,2,2,2,2,2,2,2,0.58,1,2,1
51722,1,2,2,2,2,2,2,1,2,12,5,3,,
51723,1,2,2,2,2,2,2,2,2,5,1.88,3,2,1
51724,1,2,2,2,2,2,2,2,2,10,2.79,3,2,3
51725,1,2,2,2,2,2,2,2,1,4,0.74,1,2,1
51726,1,2,2,2,2,2,2,2,2,9,3.28,3,,
51727,1,2,2,2,2,2,1,2,2,2,0.35,1,2,1
51728,1,2,2,2,2,2,2,2,2,6,2.77,3,,
51729,1,2,2,2,2,2,2,2,2,10,1.98,3,,
51730,2,2,2,2,1,2,2,2,1,1,0.1,1,2,1
51731,1,2,2,2,2,2,2,2,1,3,0.99,1,2,1
51732,1,2,1,2,2,2,2,2,1,5,1.31,2,,
51733,1,2,2,2,2,2,2,2,2,6,2.33,3,,
51734,1,2,2,1,2,2,2,2,1,10,3.54,3,,
51735,1,2,2,2,2,2,2,1,2,11,5,3,,
51736,2,2,2,2,2,2,2,2,2,1,0,1,2,1
51737,1,2,2,2,2,2,2,2,2,4,1.66,2,2,1
51738,1,2,2,2,2,2,2,2,2,7,3.32,3,,
51739,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1
51740,1,2,2,2,2,2,2,2,2,5,0.93,1,2,1
51741,1,2,2,2,2,2,2,2,2,7,1.63,2,,
51742,2,1,2,2,2,2,2,1,2,7,1.97,3,1,
51743,1,2,2,2,2,2,2,2,2,2,0.85,1,2,1
51744,1,2,2,2,2,2,2,2,2,10,2.16,3,,
51745,1,2,1,2,2,2,2,1,2,99,,3,1,
51746,1,2,2,2,2,2,2,2,2,6,2.66,3,,
51747,2,2,1,2,1,2,2,2,2,6,2.14,3,,
51748,2,2,2,2,2,2,2,2,2,,,,,
51749,2,2,1,2,2,2,2,2,2,5,2.22,3,,
51750,1,2,2,2,2,2,2,2,2,7,1.63,2,,
51751,1,2,2,2,2,2,1,2,2,8,1.37,2,2,1
51752,2,2,2,1,1,1,2,2,2,2,0.66,1,2,1
51753,1,2,2,2,2,2,2,2,2,9,2.33,3,,
51754,1,2,2,2,2,2,2,2,1,77,,7,2,1
51755,1,2,2,2,2,2,2,1,2,8,2.49,3,,
51756,2,2,2,2,2,2,2,2,2,9,2.33,3,,
51757,1,1,2,2,2,2,2,1,1,99,,1,2,1
51758,1,2,2,2,2,2,2,1,1,12,5,3,,
51759,1,2,2,2,2,2,2,2,2,99,,3,,
51760,2,2,1,2,2,1,2,2,2,2,0.79,1,2,1
51761,1,1,2,2,2,2,2,2,2,2,0.19,1,2,1
51762,1,2,2,2,2,2,2,2,2,3,0.49,1,2,99
51763,1,2,2,2,2,2,1,2,2,4,0.52,1,2,1
51764,1,2,2,2,2,2,2,1,2,6,2.77,3,1,
51765,1,2,2,2,2,2,2,1,2,12,5,3,,
51766,1,2,2,2,2,2,2,1,2,12,5,3,,
51767,1,2,2,2,2,2,2,2,2,8,2.07,3,,
51768,1,1,2,2,2,2,2,2,1,11,5,3,,
51769,1,2,1,2,1,2,2,1,2,10,3.93,3,,
51770,1,2,2,2,2,2,2,1,2,10,4.53,3,,
51771,1,2,2,2,2,2,2,2,2,12,4.65,3,,
51772,1,2,2,2,2,2,2,2,2,99,,2,,
51773,1,1,1,2,1,2,2,1,2,11,3.72,3,1,
51774,1,2,2,2,2,2,2,2,2,6,1.7,2,,
51775,1,2,2,2,2,2,2,2,2,,,,,
51776,1,2,2,2,2,2,2,2,1,,,,,
51777,1,2,2,2,2,2,2,2,2,4,1.55,2,2,1
51778,2,2,2,2,1,2,2,2,2,99,,3,9,
51779,1,2,2,2,2,2,2,2,2,10,1.77,2,2,5
51780,1,2,2,2,2,2,2,1,2,12,5,3,,
51781,1,2,2,2,2,2,2,1,1,12,5,3,,
51782,2,2,1,2,2,1,2,2,2,3,0.44,1,2,1
51783,1,2,1,2,2,2,2,2,2,3,0.59,1,2,1
51784,1,1,1,2,2,2,2,2,2,7,1.08,1,2,1
51785,1,1,2,2,2,2,2,2,1,12,5,3,,
51786,1,2,2,2,2,2,2,2,1,10,2.24,3,,
51787,1,2,2,2,2,2,2,1,2,11,2.93,3,,
51788,2,1,2,2,2,1,2,2,2,9,2.03,3,2,1
51789,1,2,9,2,2,2,2,9,2,1,0,1,2,1
51790,2,2,1,2,2,2,2,1,1,3,0.99,1,1,
51791,2,2,2,2,2,2,2,2,2,1,0,1,2,6
51792,1,1,2,2,2,2,1,2,2,8,1.46,2,,
51793,1,2,2,2,2,2,2,1,2,12,5,3,,
51794,1,2,2,2,2,2,2,2,1,5,0.93,1,2,1
51795,1,2,2,2,2,2,2,2,1,10,2.4,3,,
51796,1,2,2,2,2,2,2,1,1,12,5,3,,
51797,1,2,2,2,2,2,2,1,2,11,4.35,3,,
51798,1,1,2,2,1,2,2,2,2,3,0.54,1,2,1
51799,1,2,2,2,2,2,2,2,2,5,2.22,3,,
51800,1,2,2,2,2,2,1,2,1,5,0.93,1,2,1
51801,1,2,2,2,2,2,2,1,2,6,3.1,3,,
51802,1,2,2,2,2,2,2,2,2,99,,1,2,1
51803,2,2,2,2,2,1,2,2,2,2,0.74,1,2,1
51804,1,2,1,2,2,2,2,1,2,10,2.79,3,,
51805,1,2,2,2,2,2,2,2,2,6,1.98,3,,
51806,2,2,1,2,2,1,2,2,2,2,0.77,1,2,1
51807,7,7,2,2,2,2,2,2,2,,,,,
51808,1,2,2,2,2,1,2,2,1,5,0.88,1,2,1
51809,1,2,2,2,2,2,2,2,2,11,3.81,3,,
51810,1,2,2,2,2,2,2,1,2,12,5,3,,
51811,2,2,2,2,2,2,1,2,1,3,0.29,1,2,1
51812,1,2,2,2,2,2,2,2,2,3,0.54,1,2,1
51813,1,2,2,2,2,2,2,1,2,12,5,3,,
51814,1,2,2,2,2,2,2,2,2,1,0.1,1,2,1
51815,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1
51816,1,2,2,2,2,2,2,2,2,7,1.63,2,,
51817,2,2,1,2,1,2,2,1,2,12,5,3,,
51818,1,2,2,2,2,2,2,2,1,99,,2,2,1
51819,1,2,1,2,2,2,2,2,2,10,3.6,3,,
51820,2,2,1,1,1,2,2,1,2,5,2.22,3,,
51821,1,2,1,1,1,1,2,2,2,3,0.66,1,2,1
51822,1,2,2,2,2,2,2,2,2,4,1.55,2,2,1
51823,1,2,2,2,2,2,1,2,2,1,0.11,1,2,1
51824,1,2,2,2,2,2,2,2,1,99,,9,9,
51825,1,2,2,2,2,2,2,2,2,,,,,
51826,2,2,2,2,2,2,2,2,2,6,1.07,1,2,1
51827,1,2,1,1,2,2,2,2,2,5,0.93,1,2,1
51828,2,2,1,2,1,2,2,1,2,6,2.14,3,1,
51829,1,2,2,2,2,2,2,1,1,12,5,3,,
51830,2,1,2,2,2,2,2,2,2,11,3.54,3,,
51831,1,2,2,2,2,2,2,2,2,4,0.7,1,2,1
51832,1,2,2,2,2,2,2,1,2,77,,3,1,
51833,1,2,1,2,2,2,2,2,2,3,0.99,1,2,1
51834,1,2,2,2,2,2,2,2,2,2,0.27,1,2,1
51835,1,2,2,2,2,2,2,2,2,7,1.4,2,2,1
51836,2,2,2,1,2,2,2,1,1,5,1.65,2,,
51837,1,2,2,2,2,2,2,2,2,6,0.71,1,2,1
51838,1,2,2,2,2,2,2,1,2,8,2.62,3,,
51839,1,2,2,2,2,2,1,2,2,4,1.24,1,2,1
51840,1,1,2,2,2,2,2,1,2,12,4.88,3,,
51841,1,2,1,2,2,1,2,2,1,6,1.25,1,2,1
51842,1,2,2,2,2,2,2,2,2,4,0.57,1,2,1
51843,1,1,2,2,2,1,2,2,2,6,0.77,1,2,1
51844,1,2,1,2,2,2,2,2,2,77,,7,2,1
51845,1,2,2,2,2,2,2,2,2,7,1.96,3,2,1
51846,1,1,2,2,2,2,2,2,2,12,4.65,3,,
51847,1,2,2,2,2,2,2,1,2,4,0.87,1,2,1
51848,1,2,2,2,2,2,2,2,2,9,1.8,2,2,1
51849,1,1,2,2,2,2,2,2,2,77,,2,2,1
51850,2,1,2,2,2,2,2,2,2,8,2.62,3,,
51851,1,2,2,2,2,2,2,2,2,3,0.47,1,2,1
51852,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1
51853,1,2,2,2,2,2,2,2,1,5,0.93,1,2,1
51854,2,2,1,2,2,2,2,2,2,,,,,
51855,2,2,2,2,1,2,2,2,2,1,0.07,1,2,99
51856,1,2,2,2,2,2,2,2,2,12,4.65,3,,
51857,1,2,2,2,2,2,2,1,2,8,4.43,3,,
51858,2,2,2,2,2,1,2,2,2,2,0.58,1,2,1
51859,1,2,2,2,2,1,2,2,1,4,0.47,1,2,1
51860,1,2,2,2,2,2,1,2,2,4,0.52,1,2,1
51861,1,2,1,2,1,2,2,1,2,10,4.94,3,,
51862,1,1,2,2,2,2,2,2,2,10,3.93,3,,
51863,1,2,1,2,2,2,2,2,2,7,2.88,3,2,1
51864,1,2,2,1,2,1,2,2,1,3,0.56,1,2,1
51865,1,2,2,2,1,2,2,2,1,11,4.26,3,,
51866,1,2,1,2,1,2,2,1,2,10,4.61,3,,
51867,1,1,2,2,2,2,2,1,2,12,5,3,,
51868,1,2,2,2,2,2,2,2,2,9,5,3,,
51869,1,2,2,2,2,2,2,1,2,12,5,3,1,
51870,1,2,2,2,2,2,1,2,2,4,0.65,1,2,1
51871,7,7,7,7,7,7,7,7,7,,,,,
51872,1,2,1,1,2,2,2,2,1,,,,,
51873,1,2,2,2,1,2,2,2,1,11,4.26,3,,
51874,1,2,2,1,2,2,2,1,1,11,5,3,,
51875,1,2,1,2,1,2,2,2,2,7,2.47,3,2,6
51876,1,2,2,2,2,2,2,2,2,99,,9,2,99
51877,1,1,2,2,2,2,2,2,2,9,4.12,3,,
51878,1,2,1,2,2,2,2,1,2,6,1.81,2,,
51879,1,2,2,2,2,2,1,2,2,1,0.17,1,2,1
51880,1,2,2,2,2,2,2,2,2,8,2.18,3,,
51881,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1
51882,1,1,2,2,2,2,2,2,2,12,3.66,3,,
51883,1,2,1,2,2,2,2,2,2,99,,1,2,1
51884,1,2,2,2,2,2,2,2,1,9,2.14,3,,
51885,1,2,2,2,2,2,1,2,2,6,1.64,2,,
51886,1,2,2,2,2,2,2,2,2,6,2.06,3,,
51887,1,2,2,2,2,2,2,1,2,99,,3,,
51888,2,1,1,2,2,2,2,1,2,6,1.98,3,,
51889,2,2,1,2,1,2,2,2,1,4,1.66,2,1,
51890,1,2,2,2,2,2,2,1,2,4,0.65,1,,
51891,2,2,1,2,1,1,2,1,2,7,2.47,3,,
51892,1,2,2,2,2,2,2,2,2,99,,2,,
51893,1,2,1,2,1,2,2,1,2,9,4.12,3,,
51894,1,2,2,2,2,2,2,2,2,10,2.19,3,,
51895,1,2,1,2,2,2,2,2,2,3,0.91,1,2,1
51896,2,1,2,2,2,2,2,2,2,5,0.93,1,2,1
51897,1,2,1,2,2,1,2,2,1,6,1.25,1,2,1
51898,1,2,2,2,2,2,2,2,2,1,0,1,2,1
51899,1,2,2,2,2,2,2,2,2,7,1.63,2,,
51900,1,2,1,2,1,2,2,1,2,8,4.43,3,,
51901,1,1,2,2,2,2,2,1,2,12,5,3,,
51902,1,2,1,2,2,2,2,2,2,3,0.85,1,2,1
51903,1,2,2,2,2,2,1,2,2,5,0.93,1,2,1
51904,2,2,2,2,2,2,2,9,2,1,0,1,2,6
51905,1,2,2,2,2,2,2,2,2,5,0.93,1,2,1
51906,1,1,2,2,2,2,2,1,2,8,2.45,3,,
51907,1,2,2,2,2,2,2,2,2,4,0.85,1,2,1
51908,1,1,1,1,2,1,1,2,2,99,,1,2,1
51909,1,2,1,1,1,2,2,2,1,10,3.93,3,,
51910,1,2,2,2,2,2,2,2,2,,,,,
51911,1,1,1,2,2,2,2,1,2,11,4.92,3,,
51912,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1
51913,1,2,2,2,2,2,2,2,2,11,2.16,3,,
51914,1,2,2,2,2,2,2,2,2,99,,9,2,1
51915,1,1,2,2,2,2,2,2,1,5,1.31,2,2,1
51916,1,2,2,2,2,2,2,2,2,2,0.25,1,2,1
51917,1,2,2,2,2,2,2,2,1,4,1.32,2,,
51918,1,2,2,2,2,2,2,2,2,3,1,1,2,1
51919,2,2,1,2,1,2,2,1,2,9,4.12,3,,
51920,1,1,2,2,2,2,2,1,2,12,5,3,,
51921,2,2,2,2,2,2,2,2,1,5,1.25,1,2,1
51922,1,2,2,2,2,2,1,2,2,2,0.29,1,,
51923,1,2,1,1,1,2,2,2,2,11,3.81,3,,
51924,1,2,1,2,2,2,2,1,2,7,1.68,2,,
51925,2,2,1,2,1,2,2,2,2,6,1.98,3,,
51926,7,7,7,7,7,7,7,7,7,,,,,
51927,1,2,2,1,2,1,2,2,1,3,0.56,1,2,1
51928,2,2,2,2,1,2,2,2,2,1,0.25,1,2,1
51929,2,2,1,2,1,2,2,1,2,8,3.46,3,,
51930,1,2,2,2,2,2,2,2,2,5,0.93,1,2,1
51931,1,2,2,2,2,1,2,2,1,4,0.92,1,2,1
51932,1,2,2,2,2,2,2,2,2,6,1.84,2,,
51933,2,1,2,2,2,2,2,1,2,7,3.88,3,,
51934,1,2,2,2,2,2,2,2,1,7,1.9,3,2,1
51935,1,2,2,2,2,2,2,1,2,77,,3,1,
51936,1,2,2,2,2,2,2,2,2,10,2.56,3,,
51937,1,1,2,2,2,2,2,2,1,12,5,3,,
51938,1,2,2,2,2,2,2,2,2,12,5,3,,
51939,1,2,2,2,2,2,1,2,2,6,0.71,1,2,2
51940,1,2,2,2,2,2,2,2,2,12,5,3,2,1
51941,2,2,2,2,2,2,2,2,2,9,2.33,3,,
51942,1,1,2,2,2,2,2,1,2,6,2.06,3,,
51943,1,1,2,2,2,2,2,1,2,10,3.27,3,,
51944,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1
51945,1,2,1,2,2,2,2,2,2,2,0.55,1,2,1
51946,1,2,2,2,2,2,1,2,2,4,0.65,1,2,1
51947,1,2,2,2,2,2,2,2,2,7,0.88,1,2,1
51948,2,2,1,2,2,1,2,2,2,4,1.32,2,2,1
51949,1,2,2,2,2,2,2,2,2,3,0.66,1,2,1
51950,1,2,2,2,2,2,2,1,2,11,3.81,3,,
51951,1,2,2,2,2,2,2,2,2,4,0.82,1,,
51952,1,2,2,2,2,2,2,1,2,12,5,3,,
51953,1,2,2,2,2,2,2,2,1,11,3.25,3,,
51954,1,1,2,2,2,2,2,2,2,6,1.16,1,2,1
51955,1,2,2,2,2,2,1,2,2,4,0.61,1,2,1
51956,1,2,2,2,2,2,1,2,1,4,0.72,1,2,1
51957,1,1,2,2,2,2,2,1,2,4,0.88,1,,
51958,1,2,2,2,2,2,2,1,2,10,4.53,3,,
51959,1,2,2,2,2,2,2,2,2,4,0.82,1,2,1
51960,1,2,2,2,2,2,2,2,2,3,0.66,1,2,1
51961,1,2,2,2,2,2,2,2,2,8,3.46,3,,
51962,1,2,2,2,2,2,2,2,2,1,0.25,1,2,1
51963,1,2,2,2,2,2,2,1,2,12,5,3,,
51964,1,1,2,2,1,2,2,2,2,7,3.32,3,,
51965,1,2,2,2,2,2,2,2,2,9,2.23,3,,
51966,1,2,2,2,2,2,2,2,2,99,,2,9,
51967,1,2,2,1,1,2,2,2,2,8,1.86,3,,
51968,2,2,2,2,2,1,1,2,2,2,0.37,1,2,1
51969,1,2,2,2,2,2,2,1,2,6,1.81,2,,
51970,1,2,2,2,2,2,2,1,2,77,,3,1,
51971,1,2,2,2,2,2,2,2,2,,,,,
51972,1,2,2,2,2,2,2,2,2,6,1.36,2,2,1
51973,1,1,2,2,2,2,2,1,2,11,4.35,3,,
51974,1,2,2,2,2,2,2,2,2,,,,,
51975,1,2,2,2,2,1,2,2,1,6,1.14,1,2,1
51976,2,2,1,2,1,2,2,2,2,11,5,3,,
51977,1,2,2,2,2,2,1,2,2,6,1.77,2,2,1
51978,1,2,2,2,2,2,2,2,2,3,0.66,1,2,1
51979,2,2,2,2,2,2,2,2,1,3,0.32,1,2,1
51980,1,2,2,2,2,2,2,2,2,8,2.09,3,,
51981,1,2,2,2,2,2,2,2,2,7,1.74,2,2,1
51982,2,2,2,2,2,2,2,2,2,2,0.84,1,2,1
51983,1,1,2,2,2,2,2,2,1,7,2.36,3,,
51984,1,2,2,2,2,1,2,2,1,4,0.83,1,2,1
51985,1,1,2,2,2,2,2,2,1,1,0,1,,
51986,1,2,2,2,2,2,2,2,2,2,0.28,1,2,2
51987,2,1,2,2,2,2,2,2,2,5,0.93,1,2,1
51988,1,2,2,2,2,2,2,2,2,6,1.21,1,2,1
51989,1,2,2,2,2,2,2,2,1,2,0.26,1,2,1
51990,1,2,2,2,2,2,2,2,2,6,1.07,1,2,1
51991,1,2,2,2,2,2,2,2,1,7,1.6,2,2,1
51992,1,2,2,2,2,2,2,2,2,8,1.86,3,2,1
51993,1,1,2,1,1,2,2,2,2,8,2.18,3,,
51994,1,2,2,2,2,2,2,2,2,6,1.31,2,,
51995,2,2,1,2,2,2,2,1,2,1,0.33,1,1,
51996,2,2,2,2,2,2,2,2,2,1,0,1,1,
51997,1,2,1,2,2,2,2,2,2,3,1.11,1,,
51998,1,2,2,2,2,1,2,2,2,10,1.85,2,2,1
51999,1,2,1,2,2,2,1,2,1,5,0.93,1,2,1
52000,1,2,2,2,2,2,2,2,2,5,1.31,2,2,1
52001,1,2,2,2,2,2,2,2,2,6,1.3,1,2,3
52002,2,2,1,2,2,2,2,2,2,2,0.86,1,2,1
52003,1,1,2,2,2,2,2,2,2,11,2.93,3,,
52004,1,2,2,2,2,2,2,2,2,3,0.66,1,,
52005,1,2,1,1,2,1,2,2,1,99,,1,2,1
52006,1,2,2,2,2,2,1,2,2,3,0.41,1,2,1
52007,1,2,2,2,2,2,2,2,2,2,0.58,1,2,2
52008,2,1,2,1,2,2,2,2,2,77,,3,2,1
52009,1,2,2,2,2,2,2,1,2,12,5,3,,
52010,1,2,2,1,2,2,2,2,1,9,2.33,3,2,1
52011,1,2,2,2,2,2,2,1,2,3,0.79,1,2,1
52012,1,2,2,2,2,2,2,1,2,11,3.81,3,,
52013,1,2,2,2,2,2,2,2,2,,,,,
52014,2,2,2,1,1,2,2,2,2,7,1.97,3,,
52015,1,2,2,2,2,2,2,1,1,8,2.18,3,,
52016,1,2,2,2,2,2,2,2,2,99,,1,1,
52017,1,2,2,2,2,2,2,2,2,7,3.55,3,,
52018,1,1,2,2,2,2,2,2,2,,,,,
52019,1,2,2,2,2,2,2,2,2,8,2.62,3,,
52020,1,2,2,2,2,2,2,2,2,4,0.61,1,2,1
52021,1,2,2,2,2,2,2,2,2,10,2.99,3,,
52022,1,2,2,2,2,2,2,2,2,3,0.66,1,,
52023,2,2,1,2,2,2,2,2,2,10,4.45,3,,
52024,1,2,2,2,2,2,2,2,1,5,1.09,1,2,1
52025,2,2,2,2,2,2,2,2,2,6,1.3,1,2,1
52026,2,2,2,2,2,2,2,2,2,9,2.33,3,,
52027,1,1,2,2,2,2,2,2,2,3,0.54,1,2,1
52028,1,2,2,2,2,2,2,2,2,4,0.57,1,2,1
52029,1,1,2,2,2,2,2,2,2,99,,9,9,
52030,1,2,2,2,2,2,2,2,2,77,,7,2,1
52031,2,2,1,2,1,2,2,1,2,8,2.95,3,,
52032,1,1,2,2,2,2,2,2,2,2,0.62,1,2,1
52033,1,2,2,2,2,2,2,2,2,6,1.89,3,,
52034,1,2,2,2,2,2,2,2,1,4,0.7,1,2,1
52035,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1
52036,1,2,2,2,2,2,2,2,2,3,0.79,1,2,1
52037,1,2,2,1,2,2,2,1,2,5,1.31,2,2,2
52038,1,2,2,2,2,1,2,2,1,6,1.7,2,2,1
52039,2,2,2,2,2,1,1,2,2,3,0.66,1,2,1
52040,1,2,2,2,2,2,1,2,2,3,0.47,1,2,1
52041,1,2,2,2,1,2,2,1,2,12,5,3,,
52042,1,2,2,2,1,2,2,1,1,10,3.93,3,,
52043,1,2,2,2,1,2,2,1,2,7,2.47,3,1,
52044,1,2,2,2,2,2,2,1,2,5,1.11,1,,
52045,1,2,2,2,2,2,2,2,2,3,0.47,1,2,1
52046,1,2,2,2,2,2,2,2,2,12,5,3,,
52047,1,2,2,2,2,2,2,1,2,6,1.81,2,,
52048,1,2,2,2,2,2,2,2,2,10,2.79,3,,
52049,1,2,2,2,2,2,2,1,2,6,1.16,1,2,4
52050,1,2,2,2,2,2,2,2,2,12,5,3,,
52051,1,1,2,2,2,2,2,2,1,9,2.42,3,,
52052,1,2,2,2,2,2,2,2,1,2,0.27,1,2,1
52053,2,2,2,2,2,1,2,2,2,3,0.66,1,2,1
52054,2,2,1,2,1,2,2,1,2,6,2.33,3,,
52055,1,2,2,2,2,2,2,2,2,9,2.33,3,,
52056,1,2,2,2,2,2,2,2,2,6,0.98,1,2,1
52057,1,2,2,2,2,2,2,2,2,2,0.65,1,2,1
52058,1,1,2,2,2,2,2,2,2,3,1.11,1,,
52059,1,2,2,2,2,2,2,2,1,3,0.79,1,2,1
52060,1,1,2,2,2,2,2,1,2,9,2.33,3,,
52061,1,2,2,2,2,2,2,2,2,77,,7,2,1
52062,1,1,2,2,2,2,2,2,2,99,,2,2,3
52063,1,2,2,2,2,2,2,1,2,11,5,3,,
52064,1,1,2,2,2,2,2,2,2,3,1.11,1,2,1
52065,1,2,1,2,1,2,2,2,2,99,,3,,
